Constituency,Caste Category,Winner_Political_Party,Winner_Votes,RunnerUp_Political_Party,RunnerUp_Votes,Margin_Winner_VS_RunnerUp_Votes,Others_Votes,Total_Votes_Pooled,Total_Electors,Margin_Electors_VS_Pooled,Religion_won,,,,,,,,,
Mainpuri,GEN,SamajwadiParty,595918,BharatiyaJanataParty,231252,364666,41096,868266,901940,33674,Others,,,,,,,,,
Malappuram,GEN,IndianUnionMuslim,437723,CommunistPartyof,242984,194739,14443,695150,711805,16655,Hindu,,,,,,,,,
MaldahaDakshin,GEN,INC,380291,BharatiyaJanataParty,216180,164111,21910,618381,640745,22364,Hindu,,,,,,,,,
MaldahaUttar,GEN,INC,388609,CommunistPartyof,322904,65705,27456,738969,754044,15075,Hindu,,,,,,,,,
Malkajgiri,GEN,TeluguDesamParty,523336,TelanganaRashtraSamithi,494965,28371,27065,1045366,1079293,33927,Muslim,,,,,,,,,
Mandi,GEN,BharatiyaJanataParty,362824,INC,322968,39856,20547,706339,716644,10305,Hindu,,,,,,,,,
Mandla,ST,BharatiyaJanataParty,585720,INC,475251,110469,36713,1097684,1123622,25938,Hindu,,,,,,,,,
Mandsaur,GEN,BharatiyaJanataParty,698335,INC,394686,303649,40449,1133470,1178227,44757,Hindu,,,,,,,,,
Mandya,GEN,JanataDalSecular,524370,INC,518852,5518,48370,1091592,1112550,20958,Others,,,,,,,,,
Mangaldoi,GEN,BharatiyaJanataParty,486357,INC,463473,22884,17409,967239,1015368,48129,Hindu,,,,,,,,,
Mathura,GEN,BharatiyaJanataParty,574633,RashtriyaLokDal,243890,330743,16973,835496,848727,13231,Hindu,,,,,,,,,
Mathurapur,SC,AllIndiaTrinamool,627761,CommunistPartyof,489325,138436,37756,1154842,1204121,49279,Muslim,,,,,,,,,
Maval,GEN,ShivSena,512226,PeasantsandWorkersIndia,354829,157397,36967,904022,942937,38915,Hindu,,,,,,,,,
Mavelikkara,SC,INC,402432,CommunistPartyof,369695,32737,12154,784281,826051,41770,Muslim,,,,,,,,,
Mayiladuthurai,GEN,AllIndiaAnnaKazhagam,513729,ManithaneyaMakkalKatchi,236679,277050,49282,799690,851786,52096,Others,,,,,,,,,
Mayurbhanj,ST,BijuJanataDal,393779,BharatiyaJanataParty,270913,122866,15135,679827,739218,59391,Muslim,,,,,,,,,
Medak,GEN,TelanganaRashtraSamithi,657492,INC,260463,397029,39387,957342,976692,19350,Hindu,,,,,,,,,
Medinipur,GEN,AllIndiaTrinamool,579860,CommunistPartyof,395194,184666,33895,1008949,1053316,44367,Hindu,,,,,,,,,
Meerut,GEN,BharatiyaJanataParty,532981,BahujanSamajParty,300655,232326,39698,873334,922031,48697,Hindu,,,,,,,,,
Mirzapur,GEN,ApnaDal,436536,BahujanSamajParty,217457,219079,49193,703186,742191,39005,Muslim,,,,,,,,,
Misrikh,SC,BharatiyaJanataParty,412575,BahujanSamajParty,325212,87363,15105,752892,793349,40457,Hindu,,,,,,,,,
Mizoram,ST,INC,210485,Independent,204331,6154,27405,442221,472769,30548,Muslim,,,,,,,,,
Mohanlalganj,SC,BharatiyaJanataParty,455274,BahujanSamajParty,309858,145416,43120,808252,865305,57053,Hindu,,,,,,,,,
Moradabad,GEN,BharatiyaJanataParty,485224,SamajwadiParty,397720,87504,40453,923397,942117,18720,Hindu,,,,,,,,,
Morena,GEN,BharatiyaJanataParty,375567,BahujanSamajParty,242586,132981,28709,646862,699282,52420,Hindu,,,,,,,,,
MumbaiNorth,GEN,BharatiyaJanataParty,664004,INC,217422,446582,45854,927280,954898,27618,Hindu,,,,,,,,,
MumbaiNorthCentral,GEN,BharatiyaJanataParty,478535,INC,291764,186771,10902,781201,795021,13820,Hindu,,,,,,,,,
MumbaiNorthEast,GEN,BharatiyaJanataParty,525285,NationalistCongressParty,208163,317122,11774,745222,800821,55599,Hindu,,,,,,,,,
MumbaiNorthWest,GEN,ShivSena,464820,INC,281792,183028,35955,782567,797353,14786,Hindu,,,,,,,,,
MumbaiSouth,GEN,ShivSena,374780,INC,246632,128148,37988,659400,693100,33700,Others,,,,,,,,,
MumbaiSouthCentral,GEN,ShivSena,381275,INC,242933,138342,17054,641262,693726,52464,Hindu,,,,,,,,,
Munger,GEN,LokJanshaktiParty,352911,JanataDalUnited,243827,109084,27479,624217,680318,56101,Hindu,,,,,,,,,
Murshidabad,GEN,CommunistPartyof,426947,INC,408494,18453,22359,857800,877393,19593,Hindu,,,,,,,,,
Muzaffarnagar,GEN,BharatiyaJanataParty,653391,BahujanSamajParty,252241,401150,23768,929400,985799,56399,Hindu,,,,,,,,,
Muzaffarpur,GEN,BharatiyaJanataParty,469295,INC,246873,222422,35000,751168,805396,54228,Hindu,,,,,,,,,
Mysore,GEN,BharatiyaJanataParty,503908,INC,472300,31608,10766,986974,1011846,24872,Hindu,,,,,,,,,
Nabarangpur,ST,BijuJanataDal,373887,INC,371845,2042,31097,776829,835516,58687,Christian,,,,,,,,,
Nagaland,ST,NagaPeople'sFront,713372,INC,313147,400225,21846,1048365,1073696,25331,Christian,,,,,,,,,
Nagapattinam,SC,AllIndiaAnnaKazhagam,434174,DravidaMunnetraKazhagam,328095,106079,27487,789756,842376,52620,Muslim,,,,,,,,,
Nagarkurnool,SC,INC,420075,TelanganaRashtraSamithi,403399,16676,21362,844836,898676,53840,Others,,,,,,,,,
Nagaur,GEN,BharatiyaJanataParty,414791,INC,339573,75218,22255,776619,787556,10937,Hindu,,,,,,,,,
Nagina,SC,BharatiyaJanataParty,367825,SamajwadiParty,275435,92390,18820,662080,719037,56957,Hindu,,,,,,,,,
Nagpur,GEN,BharatiyaJanataParty,587767,INC,302939,284828,43825,934531,985877,51346,Hindu,,,,,,,,,
NainitalUdhamsinghNagar,GEN,BharatiyaJanataParty,636769,INC,352052,284717,27110,1015931,1042973,27042,Hindu,,,,,,,,,
Nalanda,GEN,JanataDalUnited,321982,LokJanshaktiParty,312355,9627,14124,648461,697192,48731,Others,,,,,,,,,
Nalgonda,GEN,INC,472093,TeluguDesamParty,278937,193156,48998,800028,820319,20291,Muslim,,,,,,,,,
Namakkal,GEN,AllIndiaAnnaKazhagam,563272,DravidaMunnetraKazhagam,268898,294374,20733,852903,884410,31507,Others,,,,,,,,,
Nanded,GEN,INC,493075,BharatiyaJanataParty,411620,81455,22012,926707,938564,11857,Hindu,,,,,,,,,
Nandurbar,ST,BharatiyaJanataParty,579486,INC,472581,106905,22034,1074101,1090446,16345,Hindu,,,,,,,,,
Nandyal,GEN,YSRCongressParty,622411,TeluguDesamParty,516645,105766,36306,1175362,1207429,32067,Muslim,,,,,,,,,
Narasapuram,GEN,BharatiyaJanataParty,540306,YSRCongressParty,454955,85351,18433,1013694,1030320,16626,Others,,,,,,,,,
Narasaraopet,GEN,TeluguDesamParty,632464,YSRCongressParty,597184,35280,14775,1244423,1275175,30752,Hindu,,,,,,,,,
Nashik,GEN,ShivSena,494735,NationalistCongressParty,307399,187336,36000,838134,883842,45708,Hindu,,,,,,,,,
Navsari,GEN,BharatiyaJanataParty,820831,INC,262715,558116,10185,1093731,1107666,13935,Hindu,,,,,,,,,
Nawada,GEN,BharatiyaJanataParty,390248,RashtriyaJanataDal,250091,140157,31454,671793,705522,33729,Hindu,,,,,,,,,
Nellore,GEN,YSRCongressParty,576396,TeluguDesamParty,562918,13478,16304,1155618,1214743,59125,Christian,,,,,,,,,
NewDelhi,GEN,BharatiyaJanataParty,453350,AamAadmiParty,290642,162708,26437,770429,785598,15169,Others,,,,,,,,,
Nilgiris,SC,AllIndiaAnnaKazhagam,463700,DravidaMunnetraKazhagam,358760,104940,14171,836631,859352,22721,Muslim,,,,,,,,,
Nizamabad,GEN,TelanganaRashtraSamithi,439307,INC,272123,167184,13397,724827,776133,51306,Christian,,,,,,,,,
NorthEastDelhi,GEN,BharatiyaJanataParty,596125,AamAadmiParty,452041,144084,18982,1067148,1087892,20744,Hindu,,,,,,,,,
NorthGoa,GEN,BharatiyaJanataParty,237903,INC,132304,105599,18239,388446,400394,11948,Hindu,,,,,,,,,
NorthWestDelhi,SC,BharatiyaJanataParty,629860,AamAadmiParty,523058,106802,48908,1201826,1261564,59738,Hindu,,,,,,,,,
Nowgong,GEN,BharatiyaJanataParty,494146,INC,350587,143559,48611,893344,939151,45807,Hindu,,,,,,,,,
Ongole,GEN,YSRCongressParty,589960,TeluguDesamParty,574302,15658,19413,1183675,1227013,43338,Muslim,,,,,,,,,
Osmanabad,GEN,ShivSena,607699,NationalistCongressParty,373374,234325,48860,1029933,1060443,30510,Hindu,,,,,,,,,
OuterManipur,ST,INC,296770,NagaPeople'sFront,281133,15637,36492,614395,648003,33608,Hindu,,,,,,,,,
Palakkad,GEN,CommunistPartyof,412897,SocialistJanataDemocratic,307597,105300,25038,745532,803756,58224,Muslim,,,,,,,,,
Palamau,SC,BharatiyaJanataParty,476513,RashtriyaJanataDal,212571,263942,46566,735650,795616,59966,Hindu,,,,,,,,,
Palghar,ST,BharatiyaJanataParty,533201,BahujanVikasAaghadi,293681,239520,28347,855229,865801,10572,Hindu,,,,,,,,,
Pali,GEN,BharatiyaJanataParty,711772,INC,312733,399039,48870,1073375,1087728,14353,Christian,,,,,,,,,
Panchmahal,GEN,BharatiyaJanataParty,508274,INC,337678,170596,29029,874981,886532,11551,Christian,,,,,,,,,
Parbhani,GEN,ShivSena,578455,NationalistCongressParty,451300,127155,47469,1077224,1131784,54560,Hindu,,,,,,,,,
PaschimChamparan,GEN,BharatiyaJanataParty,371232,JanataDalUnited,260978,110254,46582,678792,719365,40573,Hindu,,,,,,,,,
Pataliputra,GEN,BharatiyaJanataParty,383262,RashtriyaJanataDal,342940,40322,15461,741663,768904,27241,Hindu,,,,,,,,,
Patan,GEN,BharatiyaJanataParty,518538,INC,379819,138719,36828,935185,952489,17304,Hindu,,,,,,,,,
Pathanamthitta,GEN,INC,358842,Independent,302651,56191,29163,690656,722000,31344,Muslim,,,,,,,,,
Patiala,GEN,AamAadmiParty,365671,INC,344729,20942,19588,729988,777269,47281,Christian,,,,,,,,,
PatnaSahib,GEN,BharatiyaJanataParty,485905,INC,220100,265805,21281,727286,767298,40012,Hindu,,,,,,,,,
Peddapalli,SC,TelanganaRashtraSamithi,565496,INC,274338,291158,37563,877397,902570,25173,Christian,,,,,,,,,
Perambalur,GEN,AllIndiaAnnaKazhagam,462693,DravidaMunnetraKazhagam,249645,213048,44541,756879,786125,29246,Others,,,,,,,,,
Phulpur,GEN,BharatiyaJanataParty,503564,SamajwadiParty,195256,308308,14526,713346,743167,29821,Hindu,,,,,,,,,
Pilibhit,GEN,BharatiyaJanataParty,546934,SamajwadiParty,239882,307052,27718,814534,872583,58049,Hindu,,,,,,,,,
Pollachi,GEN,AllIndiaAnnaKazhagam,417092,BharatiyaJanataParty,276118,140974,33299,726509,736737,10228,Others,,,,,,,,,
Ponnani,GEN,IndianUnionMuslim,378503,Independent,353093,25410,26223,757819,794258,36439,Muslim,,,,,,,,,
Porbandar,GEN,BharatiyaJanataParty,508437,NationalistCongressParty,240466,267971,48519,797422,818424,21002,Hindu,,,,,,,,,
Pratapgarh,GEN,ApnaDal,375789,BahujanSamajParty,207567,168222,36694,620050,677459,57409,Muslim,,,,,,,,,
Puducherry,GEN,AllIndiaN.R.,255826,INC,194972,60854,40679,491477,535218,43741,Christian,,,,,,,,,
Pune,GEN,BharatiyaJanataParty,569825,INC,254056,315769,29526,853407,887370,33963,Hindu,,,,,,,,,
Puri,GEN,BijuJanataDal,523161,INC,259800,263361,36685,819646,876026,56380,Hindu,,,,,,,,,
Purnia,GEN,JanataDalUnited,418826,BharatiyaJanataParty,302157,116669,44577,765560,800506,34946,Muslim,,,,,,,,,
Purulia,GEN,AllIndiaTrinamool,468277,AllIndiaForward,314400,153877,42335,825012,840979,15967,Christian,,,,,,,,,
PurviChamparan,GEN,BharatiyaJanataParty,400452,RashtriyaJanataDal,208289,192163,14455,623196,666538,43342,Hindu,,,,,,,,,
RaeBareli,GEN,INC,526434,BharatiyaJanataParty,173721,352713,31061,731216,784695,53479,Hindu,,,,,,,,,
Raichur,ST,INC,443659,BharatiyaJanataParty,442160,1499,49874,935693,973188,37495,Hindu,,,,,,,,,
Raigad,GEN,ShivSena,396178,NationalistCongressParty,394068,2110,49765,840011,850854,10843,Hindu,,,,,,,,,
Raiganj,GEN,CommunistPartyof,317515,INC,315881,1634,23522,656918,699339,42421,Christian,,,,,,,,,
Raigarh,ST,BharatiyaJanataParty,662478,INC,445728,216750,27311,1135517,1178185,42668,Hindu,,,,,,,,,
Raipur,GEN,BharatiyaJanataParty,654922,INC,483276,171646,49647,1187845,1234796,46951,Hindu,,,,,,,,,
Rajahmundry,GEN,TeluguDesamParty,630573,YSRCongressParty,463139,167434,16057,1109769,1150946,41177,Muslim,,,,,,,,,
Rajampet,GEN,YSRCongressParty,601752,BharatiyaJanataParty,426990,174762,42515,1071257,1121778,50521,Muslim,,,,,,,,,
Rajgarh,GEN,BharatiyaJanataParty,596727,INC,367990,228737,21806,986523,997368,10845,Hindu,,,,,,,,,
Rajkot,GEN,BharatiyaJanataParty,621524,INC,375096,246428,40507,1037127,1063977,26850,Hindu,,,,,,,,,
Rajmahal,ST,JharkhandMuktiMorcha,379507,BharatiyaJanataParty,338170,41337,39482,757159,771034,13875,Christian,,,,,,,,,
Rajnandgaon,GEN,BharatiyaJanataParty,643473,INC,407562,235911,16091,1067126,1079696,12570,Hindu,,,,,,,,,
Rajsamand,GEN,BharatiyaJanataParty,644794,INC,249089,395705,41076,934959,982431,47472,Hindu,,,,,,,,,
Ramanathapuram,GEN,AllIndiaAnnaKazhagam,405945,DravidaMunnetraKazhagam,286621,119324,42313,734879,771473,36594,Muslim,,,,,,,,,
Rampur,GEN,BharatiyaJanataParty,358616,SamajwadiParty,335181,23435,38645,732442,746806,14364,Hindu,,,,,,,,,
Ramtek,SC,ShivSena,519892,INC,344101,175791,43903,907896,930845,22949,Others,,,,,,,,,
Ranaghat,SC,AllIndiaTrinamool,590451,CommunistPartyof,388684,201767,20649,999784,1050263,50479,Christian,,,,,,,,,
Ranchi,GEN,BharatiyaJanataParty,448729,INC,249426,199303,28750,726905,744767,17862,Hindu,,,,,,,,,
Ratlam,ST,BharatiyaJanataParty,545970,INC,437523,108447,48447,1031940,1064627,32687,Hindu,,,,,,,,,
Ratnagiri,GEN,ShivSena,493088,INC,343037,150051,31440,867565,921005,53440,Hindu,,,,,,,,,
Raver,GEN,BharatiyaJanataParty,605452,NationalistCongressParty,287384,318068,43224,936060,971568,35508,Hindu,,,,,,,,,
Rewa,GEN,BharatiyaJanataParty,383320,INC,214594,168726,34071,631985,645784,13799,Others,,,,,,,,,
Robertsganj,SC,BharatiyaJanataParty,378211,BahujanSamajParty,187725,190486,26948,592884,606628,13744,Hindu,,,,,,,,,
Rohtak,GEN,INC,490063,BharatiyaJanataParty,319436,170627,29069,838568,880456,41888,Hindu,,,,,,,,,
Sabarkantha,GEN,BharatiyaJanataParty,552205,INC,467750,84455,37481,1057436,1116874,59438,Muslim,,,,,,,,,
Sagar,GEN,BharatiyaJanataParty,482580,INC,361843,120737,44538,888961,921738,32777,Hindu,,,,,,,,,
Saharanpur,GEN,BharatiyaJanataParty,472999,INC,407909,65090,30838,911746,953073,41327,Hindu,,,,,,,,,
Salem,GEN,AllIndiaAnnaKazhagam,556546,DravidaMunnetraKazhagam,288936,267610,44894,890376,915553,25177,Christian,,,,,,,,,
Salempur,GEN,BharatiyaJanataParty,392213,BahujanSamajParty,159871,232342,40992,593076,628506,35430,Hindu,,,,,,,,,
Samastipur,SC,LokJanshaktiParty,270401,INC,263529,6872,28873,562803,577144,14341,Christian,,,,,,,,,
Sambalpur,GEN,BijuJanataDal,358618,BharatiyaJanataParty,328042,30576,39942,726602,759881,33279,Hindu,,,,,,,,,
Sambhal,GEN,BharatiyaJanataParty,360242,SamajwadiParty,355068,5174,11563,726873,753960,27087,Hindu,,,,,,,,,
Sangli,GEN,BharatiyaJanataParty,611563,INC,372271,239292,41463,1025297,1077583,52286,Hindu,,,,,,,,,
Sangrur,GEN,AamAadmiParty,533237,ShiromaniAkaliDal,321516,211721,33262,888015,904759,16744,Others,,,,,,,,,
SantKabirNagar,GEN,BharatiyaJanataParty,348892,BahujanSamajParty,250914,97978,28579,628385,653406,25021,Hindu,,,,,,,,,
Saran,GEN,BharatiyaJanataParty,355120,RashtriyaJanataDal,314172,40948,24701,693993,724538,30545,Hindu,,,,,,,,,
Sarguja,ST,BharatiyaJanataParty,585336,INC,438100,147236,16641,1040077,1056199,16122,Hindu,,,,,,,,,
Sasaram,SC,BharatiyaJanataParty,366087,INC,302760,63327,33736,702583,751590,49007,Hindu,,,,,,,,,
Satara,GEN,NationalistCongressParty,522531,Independent,155937,366594,28010,706478,730400,23922,Muslim,,,,,,,,,
Satna,GEN,BharatiyaJanataParty,375288,INC,366600,8688,15556,757444,798825,41381,Others,,,,,,,,,
Secunderabad,GEN,BharatiyaJanataParty,438271,INC,183536,254735,25920,647727,689021,41294,Hindu,,,,,,,,,
Serampore,GEN,AllIndiaTrinamool,514933,CommunistPartyof,362407,152526,21542,898882,911984,13102,Christian,,,,,,,,,
Shahdol,ST,BharatiyaJanataParty,525419,INC,284118,241301,31760,841297,857758,16461,Hindu,,,,,,,,,
Shahjahanpur,SC,BharatiyaJanataParty,525132,BahujanSamajParty,289603,235529,25394,840129,863087,22958,Hindu,,,,,,,,,
Sheohar,GEN,BharatiyaJanataParty,372506,RashtriyaJanataDal,236267,136239,12140,620913,650042,29129,Hindu,,,,,,,,,
Shillong,ST,INC,209340,Independent,168961,40379,11778,390079,411310,21231,Hindu,,,,,,,,,
Shimla,SC,BharatiyaJanataParty,385973,INC,301786,84187,44504,732263,784643,52380,Hindu,,,,,,,,,
Shimoga,GEN,BharatiyaJanataParty,606216,INC,242911,363305,48803,897930,949566,51636,Others,,,,,,,,,
Shirdi,SC,ShivSena,532936,INC,333014,199922,27434,893384,909844,16460,Hindu,,,,,,,,,
Shirur,GEN,ShivSena,643415,NationalistCongressParty,341601,301814,47193,1032209,1091704,59495,Hindu,,,,,,,,,
Shrawasti,GEN,BharatiyaJanataParty,345964,SamajwadiParty,260051,85913,26051,632066,683354,51288,Christian,,,,,,,,,
Sidhi,GEN,BharatiyaJanataParty,475678,INC,367632,108046,24273,867583,911448,43865,Hindu,,,,,,,,,
Sikar,GEN,BharatiyaJanataParty,499428,INC,260232,239196,47675,807335,858860,51525,Hindu,,,,,,,,,
Sikkim,GEN,SikkimDemocraticFront,163698,SikkimKrantikariMorcha,121956,41742,42191,327845,379609,51764,Others,,,,,,,,,
Silchar,GEN,INC,336451,BharatiyaJanataParty,301210,35241,41882,679543,730930,51387,Hindu,,,,,,,,,
Singhbhum,SC,BharatiyaJanataParty,303131,JaiBharatSamanta,215607,87524,18975,537713,565238,27525,Hindu,,,,,,,,,
Sirsa,SC,IndianNationalLok,506370,INC,390634,115736,40683,937687,972905,35218,Muslim,,,,,,,,,
Sitamarhi,GEN,RashtriyaLokSamta,411265,RashtriyaJanataDal,263300,147965,20338,694903,713358,18455,Muslim,,,,,,,,,
Sitapur,GEN,BharatiyaJanataParty,417546,BahujanSamajParty,366519,51027,17793,801858,853300,51442,Hindu,,,,,,,,,
Sivaganga,GEN,AllIndiaAnnaKazhagam,475993,DravidaMunnetraKazhagam,246608,229385,15980,738581,763814,25233,Christian,,,,,,,,,
Siwan,GEN,BharatiyaJanataParty,372670,RashtriyaJanataDal,258823,113847,29152,660645,673069,12424,Hindu,,,,,,,,,
Solapur,SC,BharatiyaJanataParty,517879,INC,368205,149674,49843,935927,948782,12855,Hindu,,,,,,,,,
Sonipat,GEN,BharatiyaJanataParty,347203,INC,269789,77414,10444,627436,677396,49960,Hindu,,,,,,,,,
SouthDelhi,GEN,BharatiyaJanataParty,497980,AamAadmiParty,390980,107000,16595,905555,946615,41060,Hindu,,,,,,,,,
SouthGoa,GEN,BharatiyaJanataParty,198776,INC,166446,32330,48437,413659,473514,59855,Hindu,,,,,,,,,
Srikakulam,GEN,TeluguDesamParty,556163,YSRCongressParty,428591,127572,34355,1019109,1035140,16031,Muslim,,,,,,,,,
Srinagar,GEN,JammuandKashmirParty,157923,Jammu&Kashmir,115643,42280,29736,303302,329507,26205,Christian,,,,,,,,,
Sriperumbudur,GEN,AllIndiaAnnaKazhagam,545820,DravidaMunnetraKazhagam,443174,102646,25211,1014205,1049223,35018,Muslim,,,,,,,,,
Sultanpur,GEN,BharatiyaJanataParty,410348,BahujanSamajParty,231446,178902,48023,689817,704882,15065,Hindu,,,,,,,,,
Sundargarh,ST,BharatiyaJanataParty,340508,BijuJanataDal,321679,18829,45045,707232,758181,50949,Christian,,,,,,,,,
Supaul,GEN,INC,332927,JanataDalUnited,273255,59672,28529,634711,687704,52993,Others,,,,,,,,,
Surat,GEN,BharatiyaJanataParty,718412,INC,185222,533190,42465,946099,958070,11971,Hindu,,,,,,,,,
Surendranagar,GEN,BharatiyaJanataParty,529003,INC,326096,202907,10599,865698,910193,44495,Hindu,,,,,,,,,
Tamluk,GEN,AllIndiaTrinamool,716928,CommunistPartyof,470447,246481,40281,1227656,1241793,14137,Others,,,,,,,,,
TehriGarhwal,GEN,BharatiyaJanataParty,446733,INC,254230,192503,31275,732238,750412,18174,Hindu,,,,,,,,,
Tenkasi,SC,AllIndiaAnnaKazhagam,424586,PuthiyaTamilagam,262812,161774,29767,717165,751893,34728,Christian,,,,,,,,,
Tezpur,GEN,BharatiyaJanataParty,446511,INC,360491,86020,13891,820893,836286,15393,Others,,,,,,,,,
Thane,GEN,ShivSena,595364,NationalistCongressParty,314065,281299,24192,933621,966943,33322,Hindu,,,,,,,,,
Thanjavur,GEN,AllIndiaAnnaKazhagam,510307,DravidaMunnetraKazhagam,366188,144119,45382,921877,932979,11102,Christian,,,,,,,,,
Theni,GEN,AllIndiaAnnaKazhagam,571254,DravidaMunnetraKazhagam,256722,314532,30096,858072,889703,31631,Muslim,,,,,,,,,
Thiruvallur,GEN,INC,297806,BharatiyaJanataParty,282336,15470,41853,621995,649693,27698,Muslim,,,,,,,,,
Thiruvananthapuram,GEN,AllIndiaAnnaKazhagam,366052,DravidaMunnetraKazhagam,242050,124002,19993,628095,664516,36421,Hindu,,,,,,,,,
Thoothukkudi,GEN,CommunistPartyof,389209,INC,350982,38227,30630,770821,794211,23390,Others,,,,,,,,,
Thrissur,SC,BharatiyaJanataParty,422979,INC,214248,208731,13494,650721,676956,26235,Hindu,,,,,,,,,
Tikamgarh,GEN,AllIndiaAnnaKazhagam,458478,DravidaMunnetraKazhagam,308002,150476,43585,810065,866908,56843,Muslim,,,,,,,,,
Tiruchirappalli,GEN,AllIndiaAnnaKazhagam,398139,DravidaMunnetraKazhagam,272040,126099,14917,685096,732503,47407,Hindu,,,,,,,,,
Tirunelveli,SC,YSRCongressParty,580376,BharatiyaJanataParty,542951,37425,49121,1172448,1218780,46332,Hindu,,,,,,,,,
Tirupati,GEN,AllIndiaAnnaKazhagam,442778,DesiyaMurpokkuDravida,263463,179315,39253,745494,773592,28098,Others,,,,,,,,,
Tiruppur,SC,AllIndiaAnnaKazhagam,628499,ViduthalaiChiruthaigalKatchi,305069,323430,38609,972177,1025740,53563,Christian,,,,,,,,,
Tiruvannamalai,GEN,AllIndiaAnnaKazhagam,500751,DravidaMunnetraKazhagam,332145,168606,46808,879704,917583,37879,Others,,,,,,,,,
TonkSawaiMadhopur,GEN,BharatiyaJanataParty,548179,INC,412868,135311,20781,981828,1000894,19066,Hindu,,,,,,,,,
TripuraEast,ST,CommunistPartyof,623771,INC,139413,484358,39645,802829,846796,43967,Hindu,,,,,,,,,
TripuraWest,GEN,CommunistPartyof,671665,INC,168179,503486,49482,889326,930451,41125,Christian,,,,,,,,,
Tumkur,GEN,INC,429868,BharatiyaJanataParty,355827,74041,19675,805370,852068,46698,Muslim,,,,,,,,,
Tura,ST,NationalPeople'sParty,239301,INC,199585,39716,37233,476119,500716,24597,Christian,,,,,,,,,
Udaipur,ST,BharatiyaJanataParty,660373,INC,423611,236762,15932,1099916,1118033,18117,Hindu,,,,,,,,,
Udhampur,GEN,BharatiyaJanataParty,487369,INC,426393,60976,29778,943540,1001018,57478,Hindu,,,,,,,,,
UdupiChikmagalur,GEN,BharatiyaJanataParty,581168,INC,399525,181643,15859,996552,1028346,31794,Hindu,,,,,,,,,
Ujiarpur,GEN,BharatiyaJanataParty,317352,RashtriyaJanataDal,256883,60469,36379,610614,652837,42223,Muslim,,,,,,,,,
Ujjain,SC,BharatiyaJanataParty,641101,INC,331438,309663,35650,1008189,1032321,24132,Hindu,,,,,,,,,
Uluberia,GEN,AllIndiaTrinamool,570785,CommunistPartyof,369563,201222,25449,965797,997257,31460,Hindu,,,,,,,,,
Unnao,GEN,BharatiyaJanataParty,518834,SamajwadiParty,208661,310173,17948,745443,785905,40462,Hindu,,,,,,,,,
UttaraKannada,GEN,BharatiyaJanataParty,546939,INC,406239,140700,24369,977547,1026242,48695,Hindu,,,,,,,,,
Vadodara,GEN,BharatiyaJanataParty,845464,INC,275336,570128,46631,1167431,1220770,53339,Hindu,,,,,,,,,
Vaishali,GEN,LokJanshaktiParty,305450,RashtriyaJanataDal,206183,99267,41694,553327,586266,32939,Others,,,,,,,,,
ValmikiNagar,GEN,BharatiyaJanataParty,364013,INC,246218,117795,33081,643312,673757,30445,Hindu,,,,,,,,,
Valsad,ST,BharatiyaJanataParty,617772,INC,409768,208004,14733,1042273,1064241,21968,Hindu,,,,,,,,,
Varanasi,GEN,BharatiyaJanataParty,581022,AamAadmiParty,209238,371784,17221,807481,858209,50728,Hindu,,,,,,,,,
